Experiment,Category,Size,Recall,Precision,Specificity,F1 Score,Accuracy
CNN/5_dropout_08,Global,1875.0,0.7370217978623544,0.7370217978623544,,,0.6983014112983444
CNN/5_dropout_08,Building,359.0,0.883008356545961,0.7807881773399015,0.9412928759894459,0.8287581699346406,
CNN/5_dropout_08,Small car,332.0,0.8885542168674698,0.7023809523809523,0.9189889825016202,0.7845744680851063,
CNN/5_dropout_08,Truck,221.0,0.248868778280543,0.4330708661417323,0.9564691656590084,0.3160919540229885,
CNN/5_dropout_08,Bus,177.0,0.5141242937853108,0.5416666666666666,0.9546525323910483,0.5275362318840578,
CNN/5_dropout_08,Shipping container,152.0,0.6710526315789473,0.6845637583892618,0.9727219965177016,0.6777408637873754,
CNN/5_dropout_08,Storage tank,147.0,0.6666666666666666,0.8672566371681416,0.9913194444444444,0.7538461538461538,
CNN/5_dropout_08,Dump truck,124.0,0.532258064516129,0.6,0.9748715019988577,0.5641025641025641,
CNN/5_dropout_08,Motorboat,107.0,0.7289719626168224,0.6554621848739496,0.9768099547511312,0.6902654867256638,
CNN/5_dropout_08,Excavator,79.0,0.8481012658227848,0.7282608695652174,0.9860801781737194,0.7836257309941521,
CNN/5_dropout_08,Fishing vessel,71.0,0.7746478873239436,0.7534246575342466,0.9900221729490022,0.7638888888888888,
CNN/5_dropout_08,Cargo plane,64.0,0.9375,0.967741935483871,0.9988956377691883,0.9523809523809523,
CNN/5_dropout_08,Pylon,31.0,0.8387096774193549,0.8666666666666667,0.9978308026030369,0.8524590163934426,
CNN/5_dropout_08,Helipad,11.0,0.5454545454545454,1.0,1.0,0.7058823529411764,
